fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,357.466816666428,22,136,26.5768694,2446,0,16166,1189313,370481,47149,18299,2448,214.47918,4492.4553707,51849,55166,144932,192058,19,356205,437182,18612,4251.3993213,1058119,50,57.09,84.89,100,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,372.246040170149,22,68,25.1800101,4510,0,15196,1592725,188027,27552,239293,24423,43.52217,5997.5579234,69771,87137,125813,230142,31,216443,370208,19706,5928.8557433,1184072,33,66.69,89.61,100,NA
2025-2026,July,16,KERALA,1613,KOLLAM,2663787,365.566158528716,24,233,17.1074992,4045,0,21839,2595719,515032,59223,27045,2412,464.96848,9971.1462137,106681,114324,191833,305722,16,411435,599755,25884,9489.0702345,2251927,38,72.65,90.25,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,405.022758948852,23,54,220.829937101,1376,0,10496,1021360,49243,6523,425161,47519,237.85407,4595.424457901,42736,47865,81928,141861,9,160632,264141,11872,4136.7404508,884911,41,50.26,84.21,100.01,NA
2025-2026,July,16,KERALA,1605,MALAPPURAM,1561050,371.301507190114,20,157,35.56547828,4437,0,19628,1130302,354799,58324,54646,5629,16.47912,4248.87296008,54863,60038,136449,222365,9,435533,627112,24065,4196.8283618,952010,65,48.52,74.32,100,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,373.496276991046,22,68,25.1800101,4323,0,15319,1550931,184622,27534,234836,24422,38.53805,5856.3876038,69319,86545,125790,230083,29,216411,370152,19642,5792.6695437,1152179,33,66.54,89.53,100,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,361.530891054863,26,76,3.7962488,2023,0,14316,1257633,246785,30190,24990,2780,198.86278,4749.3908199,48022,50828,99425,153322,8,275316,387030,16339,4546.7317911,1132904,47,65.61,76.53,100.01,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,369.687002073307,24,24,10.4163977,2236,0,11426,976218,133508,18845,35275,4186,182.53388,3801.9013356,40251,42672,79609,121919,10,212158,297336,13662,3608.9510579,901542,51,72.02,85.75,100,NA
2025-2026,July,16,KERALA,1612,PATHANAMTHITTA,829414,363.537729095717,23,74,0,1420,0,9352,856236,246578,33180,11854,2100,119.58318,3232.3240901,35854,39159,62597,109739,10,166353,259478,10772,3112.7409101,755071,42,71.02,91.26,100,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,372.165305702364,19,68,6.942,2853,0,13608,931298,54949,9675,160656,24079,246.11631,3719.0263587,47115,51861,100830,156287,9,175192,252650,16461,3465.9680487,828181,51,62.36,84.91,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,395.427791052602,28,56,224.289337101,1482,0,11418,1281624,60773,6544,539508,47611,310.81174,5602.998549901,44504,50127,82131,142236,42,160711,264304,12900,5067.8974728,1110327,42,49.3,84.74,100.01,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,361.898123233284,25,146,26.5768694,2581,0,16532,1345010,417873,47206,21910,2451,218.32753,5112.4703467,53752,57279,145256,192536,28,356448,437521,19113,4867.5659473,1195659,51,58.86,84.73,100.04,NA
2025-2026,July,16,KERALA,1612,PATHANAMTHITTA,829414,362.938554722006,26,76,0,1545,0,9538,990543,283987,33222,14375,2100,170.00383,3765.0662781,36886,40349,62657,109862,16,166469,259665,11083,3595.0624481,873536,42,71.96,91.49,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,398.662455660331,28,56,224.289337101,1475,0,11278,1248487,59148,6538,525190,47604,310.81174,5512.350009901,44294,49862,82102,142184,30,160702,264286,12753,4977.2489328,1081717,42,49.54,84.51,100.01,NA
2025-2026,July,16,KERALA,1604,KOZHIKODE,2845591,364.215920135832,25,155,9.61232484,2789,0,23785,2845281,337654,36682,48139,3984,535.43644,10908.01513944,111889,120420,185132,295960,13,362581,537034,26574,10362.9663746,2578706,34,76.35,89.87,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,407.74493348974,13,129,23.8129317,4533,0,35230,1207107,402619,82611,87726,20782,334.73141,5280.461976,90728,98437,203389,294486,2,423029,574709,39763,4921.9176343,1068880,60,69.84,78.58,100.02,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,360.867839810627,29,79,3.7962488,2431,0,14440,1430407,281017,30209,29067,2781,201.04063,5366.7157202,49091,52014,99548,153492,18,275390,387124,16871,5161.8788414,1289116,46,66.76,77,100,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,369.963575016295,26,24,10.4163977,2458,0,11496,1064742,146081,18864,38886,4186,182.84848,4132.4224456,40708,43222,79700,122074,23,212246,297480,13954,3939.1575679,982885,51,70.33,84.68,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,368.870337049434,19,65,1.83883,2784,0,15934,1138290,46805,8071,97863,13518,241.951,4442.6039896,59113,62340,121133,179969,9,269769,372627,18718,4198.8141596,1060036,40,62.78,88.23,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,413.462406623176,12,129,19.1638331,4425,0,34936,1108894,374244,82542,72417,20765,332.62981,4936.6534624,87561,94889,203172,294132,1,422905,574505,39361,4584.8598193,983430,60,70.39,78.65,100.02,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,375.276701711805,19,274,8.8205089,3293,0,22770,2053447,301403,43485,11763,1138,49.30862,7764.2373019,105078,112130,172808,275081,12,268316,400528,26063,7706.108173,1890913,32,67.53,83.14,100,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,360.513084973886,25,140,0.6781037,3460,0,27174,3358573,553542,56886,95413,7836,565.04336,12673.8165971,134260,143510,217758,332382,25,402705,574505,30634,12108.0951334,2951028,48,81.22,88.21,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,396.827595373181,28,56,224.289337101,1477,0,11334,1264454,59937,6544,532705,47609,310.81174,5552.803479901,44369,49961,82129,142234,39,160707,264298,12811,5017.7024028,1095616,42,49.54,84.61,100.01,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,362.293878780438,24,145,26.5768694,2549,0,16487,1335791,415200,47198,21732,2451,218.32753,5084.3934257,53650,57160,145243,192513,27,356425,437489,19036,4839.4890263,1187539,51,58.84,84.83,100.04,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,368.228167116866,25,70,30.2521101,5202,0,15015,1847701,211787,27584,276693,24456,49.83387,6883.8415062,71885,90361,125960,230411,64,216556,370386,20217,6803.7555261,1369691,33,67.09,90.09,100,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,358.652694292105,27,144,0.6781037,3659,0,27672,3682934,609295,56920,106172,7839,641.06347,13850.6835937,136171,145675,217937,332668,40,402913,574826,31331,13208.94202,3239805,47,81.01,87.98,100,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,369.976286997662,18,67,6.942,2809,0,13536,873366,51656,9672,151635,24071,246.11631,3484.3054087,46415,51036,100782,156194,8,175133,252559,16345,3231.2470987,776504,51,63.05,84.51,100,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,360.549244408355,28,79,3.7962488,2422,0,14380,1408843,276872,30207,28556,2781,201.04063,5284.4096702,48923,51828,99539,153479,18,275375,387105,16802,5079.5727914,1269535,46,66.72,77.05,100,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,377.175363344863,20,279,8.8205089,3401,0,22824,2172454,318017,43512,12425,1138,353.48925,8556.2710269,107821,115077,172904,275224,14,268408,400648,26225,8193.961268,2001743,32,68.08,83.3,100,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,359.59037681161,26,144,0.6781037,3576,0,27500,3587761,593390,56914,103267,7839,566.09416,13468.0155627,135689,145117,217900,332601,32,402815,574679,31076,12901.243299,3155303,47,80.78,87.84,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,369.828579876952,19,67,1.83883,2828,0,16002,1182306,48179,8087,102430,13522,312.01769,4686.3620096,59677,62982,121275,180175,9,269817,372706,18830,4372.5054896,1100418,40,62.55,88.29,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,395.714820009823,27,55,224.289337101,1464,0,11218,1205288,57536,6532,505913,47597,273.32577,5267.118346901,43986,49464,82082,142138,30,160687,264249,12682,4769.5032398,1044292,42,49.8,84.55,100.01,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,409.038160105001,13,132,23.8129317,4675,0,35739,1284557,427266,82675,96820,20793,369.37205,5647.5133,92737,100756,203557,294781,4,423163,574915,40414,5254.3283183,1136336,60,69.77,78.37,100.02,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,362.780204221258,25,146,30.7097128,2663,0,16708,1390012,430646,47217,23877,2455,261.73464,5335.1327251,54042,57635,145339,192661,31,356510,437609,19371,5042.6883723,1235061,51,59.02,84.53,100.04,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,375.316224437368,26,71,30.2521101,5510,0,15011,1921017,220213,27587,286174,24460,288.87369,7529.0142753,72372,91054,126017,230523,75,216606,370473,20521,7209.8884752,1424183,33,67.53,90.05,100,NA
2025-2026,July,16,KERALA,1612,PATHANAMTHITTA,829414,365.166498576717,27,78,0,1565,0,9624,1024392,293222,33236,14912,2103,170.7446,3911.4809981,37025,40513,62690,109916,18,166520,259736,11189,3740.7363981,903560,41,71.82,91.57,100,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,372.550854176729,20,67,3.54390465,3023,0,16066,1269187,50655,8092,111740,13533,356.86503,5088.77594425,60828,64299,121442,180474,12,270024,373027,19089,4728.3670096,1179641,40,60.77,88.05,100,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,410.207057961364,13,132,23.8129317,4654,0,35632,1261530,420662,82653,93560,20789,369.37205,5568.07008,92255,100171,203510,294692,4,423144,574878,40286,5174.8850983,1116382,60,69.79,78.46,100.02,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,373.011406410904,26,24,10.4163977,2529,0,11510,1098285,150628,18872,40039,4186,214.26514,4321.4098626,40925,43463,79727,122119,28,212298,297547,14039,4096.7283249,1014274,50,69.8,84.39,100,NA
2025-2026,July,16,KERALA,1613,KOLLAM,2663787,368.070895397948,28,237,17.1074992,4869,0,22126,3156831,628890,59298,32564,2413,532.7846,12169.2682271,109180,117349,192189,306305,52,411787,600278,26995,11619.3761279,2738329,38,72.09,90.96,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,397.610247229247,28,56,224.289337101,1488,0,11576,1288278,61179,6549,542693,47619,310.81174,5657.426417901,44547,50186,82147,142262,42,160719,264318,13064,5122.3253408,1116024,42,49.06,84.16,100.01,NA
2025-2026,July,16,KERALA,1604,KOZHIKODE,2845591,368.16290119838,26,155,9.61232484,2814,0,23867,2920276,349227,36686,49887,3985,577.00419,11337.98935944,112186,120750,185177,296031,23,362618,537086,26681,10751.3728446,2646734,34,76.57,89.83,100,NA
2025-2026,July,16,KERALA,1609,IDUKKI,1456611,370.650852281233,26,70,30.2521101,5362,0,14949,1883674,216259,27586,280322,24457,49.83387,7061.9397153,72353,90920,125981,230453,70,216584,370429,20311,6981.8537352,1396411,33,67.41,90.14,100,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,369.48831211212,26,24,10.4163977,2488,0,11498,1091832,149556,18871,39866,4186,214.26514,4258.8731656,40895,43427,79723,122113,27,212288,297531,13986,4034.1916279,1008238,51,69.78,84.44,100,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,396.661914598078,30,57,276.868057101,1508,0,11703,1347698,63974,6553,569393,47624,310.81174,5933.484486901,44888,50626,82155,142283,48,160725,264341,13211,5345.8046898,1167169,41,49.26,82.48,100.01,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,408.94251612647,13,132,23.8129317,4675,0,35738,1284224,427160,82670,96820,20790,369.37205,5644.92292,92734,100753,203539,294757,4,423163,574915,40413,5251.7379383,1136055,60,69.77,78.38,100.02,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,362.696052752662,25,146,30.7097128,2663,0,16708,1388783,430243,47216,23232,2455,261.73464,5329.5054751,54037,57629,145327,192647,30,356508,437606,19371,5037.0611223,1234163,51,58.98,84.52,100.04,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,362.905026020025,30,83,3.7962488,2537,0,14761,1533050,301635,30216,31671,2781,248.28368,5815.5954302,49476,52473,99590,153557,24,275446,387195,17298,5563.5155014,1381678,46,67.72,77.72,100.01,NA
2025-2026,July,16,KERALA,1605,MALAPPURAM,1561050,372.179079269222,23,162,74.44899828,5310,0,20675,1370759,439980,58408,61722,5637,340.58048,5516.70770348,57458,63135,136906,223131,16,435966,627768,25985,5101.6782252,1156322,64,47.26,73.55,100.03,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,411.292816448446,14,132,175.7859417,4743,0,35739,1309376,436678,82683,98561,20794,369.37205,5930.52742,93471,101566,203593,294838,4,423185,574956,40482,5385.3694283,1158607,60,69.89,78.38,100.03,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,368.90375763099,27,24,10.4163977,2570,0,11582,1129113,154251,18875,41379,4186,214.26514,4390.0218226,41032,43584,79741,122144,29,212315,297574,14152,4165.3402849,1042896,50,69.33,84.6,100,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,373.060416840445,21,290,181.8577089,3515,0,23128,2373714,344259,43522,13702,1139,466.83591,9504.0809619,110323,117886,172958,275307,14,268559,400822,26643,8855.387343,2186773,32,68.32,83.36,100.01,NA
2025-2026,July,16,KERALA,1606,PALAKKAD,2070932,410.534878106443,13,131,23.8129317,4653,0,35624,1260485,420311,82653,93439,20789,369.37205,5567.91554,92230,100143,203508,294690,4,423142,574876,40277,5174.7305583,1115481,60,69.79,78.45,100.02,NA
2025-2026,July,16,KERALA,1611,ALAPPUZHA,2878961,375.839131926078,21,288,8.8205089,3501,0,23052,2317798,336533,43522,13406,1139,466.83591,9186.8483019,109839,117355,172953,275298,14,268541,400801,26553,8711.191883,2135442,32,68.46,83.38,100.01,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,381.845970802274,21,68,48.1955,3029,0,13773,1016860,59963,9687,175256,24084,246.86752,4177.9019587,48139,53057,100946,156479,10,175249,252751,16802,3882.8389387,904087,51,61.13,85.13,100.99,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,372.205882837742,21,68,83.44729945,3066,0,16230,1324983,52314,8097,118826,13536,364.50524,5379.61721205,61480,65038,121531,180623,14,270073,373131,19296,4931.6646726,1230203,40,59.3,88.13,100.03,NA
2025-2026,July,16,KERALA,1603,WAYANAD,1142501,409.314216632353,30,57,294.198357101,1548,0,11810,1378446,65496,6555,582523,47657,310.81174,6247.185543701,45089,50909,82192,142362,54,160743,264375,13358,5642.1754466,1193597,42,48.98,82.47,100.07,NA
2025-2026,July,16,KERALA,1610,KOTTAYAM,950905,371.944349712538,27,24,51.4573977,2583,0,11611,1133714,154780,18877,41506,4187,214.26514,4482.5077026,41058,43615,79750,122159,29,212322,297586,14194,4216.7851649,1047179,50,69.31,84.6,100,NA
2025-2026,July,16,KERALA,1607,THRISSUR,1280319,365.406201204702,26,148,121.5502612,2785,0,16888,1445503,447951,47234,24536,2454,307.53733,5711.0451918,54481,58163,145422,192801,39,356632,437797,19673,5281.9576006,1283884,51,59.14,84.46,100.23,NA
2025-2026,July,16,KERALA,1614,THIRUVANANTHAPURAM,3583005,365.255190331995,29,145,323.7008617,3906,0,28362,4054363,666881,56956,120901,7842,661.4844,15793.9565541,137782,147572,218126,333042,81,403250,575384,32268,14808.7712924,3567739,47,80.48,87.94,100.02,NA
2025-2026,Aug,16,KERALA,1602,KANNUR,2021778,369.819167271391,22,68,129.75081945,3182,0,16322,1390441,53863,8109,126213,13539,369.76523,5641.63337705,62204,65868,121662,180897,18,270253,373459,19504,5142.1173276,1289515,40,57.82,88.2,100.08,NA
2025-2026,Aug,16,KERALA,1606,PALAKKAD,2711934,413.964755453199,14,138,185.6784117,5145,0,35809,1397299,460406,82751,116879,20811,378.72804,6348.73184,95505,103926,203792,295143,4,423353,575247,40954,5784.3253883,1233903,60,69.25,77.95,100.11,NA
2025-2026,Aug,16,KERALA,1608,ERNAKULAM,1542781,366.294613441394,33,84,74.5705065,2817,0,14885,1655855,324952,30250,33606,2784,254.05266,6393.9308379,49943,53019,99689,153722,33,275549,387361,17702,6065.3076714,1492483,46,68.51,78.1,100.02,NA
2025-2026,Aug,16,KERALA,1614,THIRUVANANTHAPURAM,4692031,365.204732987378,29,145,323.7008617,3994,0,28489,4127127,678323,56967,124522,7843,665.62025,16061.7842521,138017,147850,218163,333130,89,403375,575615,32483,15072.4631404,3631926,47,80.31,87.83,100.02,NA
2025-2026,Aug,16,KERALA,1602,KANNUR,2021778,370.87677664613,22,68,129.75081945,3164,0,16301,1375772,53611,8105,125040,13540,364.50524,5596.67490705,62003,65661,121620,180818,18,270224,373395,19465,5102.4188476,1276393,40,58.35,88.21,100.08,NA
2025-2026,Aug,16,KERALA,1611,ALAPPUZHA,3770065,379.706019970286,22,291,281.5738039,3620,0,23189,2470871,357912,43540,14171,1139,575.94535,10239.5650866,111897,119610,173032,275437,18,268686,400998,26809,9382.0459327,2276987,32,67.87,82.68,100.02,NA
2025-2026,July,16,KERALA,1602,KANNUR,1543903,374.900804312447,21,68,129.75081945,3105,0,16288,1343831,52827,8102,120642,13539,364.50524,5532.28928705,61711,65294,121576,180711,15,270140,373243,19393,5038.0332276,1247445,40,58.92,88.14,100.05,NA
2025-2026,July,16,KERALA,1608,ERNAKULAM,1178124,364.936071508639,32,83,74.5705065,2637,0,14861,1605792,315015,30235,33188,2783,248.28368,6182.9684279,49747,52788,99646,153650,32,275519,387311,17498,5860.1142414,1447426,46,68.24,78.01,100.02,NA
2025-2026,July,16,KERALA,1601,KASARGOD,1214897,381.99458632052,21,68,51.6325,3048,0,13810,1030931,60938,9687,177659,24086,246.86752,4236.6006287,48238,53180,100960,156509,12,175263,252781,16858,3938.1006087,916727,51,60.9,85.23,100.98,NA
2025-2026,Aug,16,KERALA,1606,PALAKKAD,2711934,409.309899228672,16,140,1422.314060729,10462,0,31358,1618119,530139,82939,141556,20829,959.03591,9004.471219029,100921,110168,204322,295981,11,423684,575825,41820,6623.1212483,1427496,60,67.99,77.04,100.17,NA
2025-2026,Aug,16,KERALA,1608,ERNAKULAM,1542781,365.539996801991,36,85,741.021757556,5500,0,12660,1832390,357963,30299,37288,2785,551.29174,7990.431844956,50584,53810,99894,154073,51,275677,387597,18160,6698.1183474,1652091,45,68.53,78.14,100.04,NA
2025-2026,Aug,16,KERALA,1601,KASARGOD,1590936,383.209521716027,23,70,532.862421556,3544,0,13690,1163012,67450,9700,203336,24110,575.62743,5565.262574256,49530,54727,101140,156846,14,175424,253079,17234,4456.7727227,1034475,51,59,85.69,100.97,NA
2025-2026,Aug,16,KERALA,1611,ALAPPUZHA,3770065,379.957296312427,22,291,281.5738039,3812,0,23290,2571610,372421,43562,14902,1138,973.91704,11026.5106716,112493,120300,173089,275546,26,268855,401238,27102,9771.0198277,2370844,32,67.44,81.99,100.03,NA
2025-2026,Aug,16,KERALA,1603,WAYANAD,1496133,409.723425171857,35,61,1136.873303019,3500,0,10583,1671303,78652,6581,709299,47824,705.50024,8690.093439619,46735,53057,82508,142945,158,160896,264714,14083,6847.7198966,1444978,42,46.35,82.25,100.12,NA
2025-2026,Aug,16,KERALA,1607,THRISSUR,1676608,368.227647219981,29,155,690.829788173,5482,0,15216,1657129,513075,47363,26695,2463,693.59665,7486.433566273,57127,61137,145928,193627,69,356951,438405,20698,6102.0071281,1472660,51,55.91,82.58,100.32,NA
2025-2026,Aug,16,KERALA,1610,KOTTAYAM,1245234,372.90922350752,31,26,588.779712902,5151,0,9801,1312363,177902,18914,47882,4196,499.93705,5982.639435802,42014,44781,80005,122635,57,212604,298064,14952,4893.9226729,1211681,50,64.85,83.3,100.01,NA
2025-2026,Aug,16,KERALA,1611,ALAPPUZHA,3770065,376.230846409038,25,299,1668.662786004,6670,0,21035,2877474,413744,43606,16827,1138,1275.49696,13770.104531404,114773,122957,173310,275895,72,269031,401502,27705,10825.9447854,2654667,32,67.12,81.72,100.04,NA
2025-2026,Aug,16,KERALA,1602,KANNUR,2021778,374.096680395098,24,71,895.285249055,5759,0,14265,1567307,58934,8127,142823,13551,810.93628,7569.464987655,64016,67911,122005,181585,42,270604,374136,20024,5863.2434586,1451611,40,54.09,88.24,100.08,NA
2025-2026,Aug,16,KERALA,1603,WAYANAD,1496133,408.515083456107,34,61,1061.231358007,2995,0,10909,1616119,76129,6577,684776,47777,673.44711,8336.768349607,46396,52621,82420,142792,133,160870,264633,13904,6602.0898816,1397446,42,46.9,82.66,100.12,NA
2025-2026,Aug,16,KERALA,1605,MALAPPURAM,2044233,370.926340418833,27,171,1207.480586131,7613,0,20484,1664338,543269,58586,73733,5646,757.4761,8138.424721731,60305,66537,137648,224394,73,436643,628803,28097,6173.4680356,1406918,63,41.38,72.24,100.05,NA
2025-2026,Aug,16,KERALA,1607,THRISSUR,1676608,365.953674857501,28,154,690.829788173,4705,0,15685,1596500,495491,47327,26362,2461,693.59665,7226.876857273,56630,60556,145777,193374,55,356858,438242,20390,5842.4504191,1418362,51,57.1,82.97,100.31,NA
2025-2026,Aug,16,KERALA,1602,KANNUR,2021778,376.191215598363,23,69,526.26387599,4378,0,15396,1466718,56163,8120,133345,13542,802.43188,6846.36002959,63007,66764,121833,181247,30,270501,373916,19774,5517.6642736,1359380,40,56.09,88.18,100.08,NA
2025-2026,Aug,16,KERALA,1605,MALAPPURAM,2044233,374.216811353964,25,167,103.76887208,6046,0,21613,1532293,496496,58510,69220,5639,715.38499,6553.25186728,59052,65040,137333,223852,41,436504,628562,27659,5734.0980052,1292717,64,43.83,71.92,100.05,NA
2025-2026,Aug,16,KERALA,1607,THRISSUR,1676608,367.178482484953,27,152,632.428665227,3583,0,16598,1528657,473001,47284,25528,2457,626.88806,6872.216300227,55735,59540,145595,193093,46,356825,438123,20181,5612.899575,1358001,51,58.32,83.77,100.32,NA
2025-2026,Aug,16,KERALA,1607,THRISSUR,1676608,364.532539427996,28,155,690.829788173,5343,0,15235,1641283,508722,47359,26625,2462,693.59665,7367.437037273,57013,61006,145893,193564,69,356917,438342,20578,5983.0105991,1458493,51,56.11,82.62,100.33,NA
